Nr,Lat,Long,Latgms,Longms,Municipio,CodIbge,Estado,AreaKm2,Desmatado2015,Incremento20142015,Floresta2015,Nuvem2015,NaoObservado2015,NaoFloresta2015,Hidrografia2015,Soma 
 562,-0.89755,-48.27572,S 0 53 51.18,O 48 16 32.59,Colares,1502608,PA,612,90.4,0.0,103.5,29.6,0.0,15.9,372.6,100
 563,-3.12907,-63.20401,S 3 7 44.65,O 63 12 14.44,Codajás,1301308,AM,18944,267.8,1.0,15996.1,510.1,0.0,729.2,1440.8,99
 564,-13.84147,-51.22546,S 13 50 29.29,O 51 13 31.66,Cocalinho,5103106,MT,16560,248.0,7.1,1749.8,0.0,0.0,14449.5,112.7,100
 565,-4.03545,-63.53466,S 4 2 7.62,O 63 32 4.78,Coari,1301209,AM,58828,780.1,0.7,54119.8,343.2,0.0,823.1,2761.8,100
 566,-11.47825,-55.06672,S 11 28 41.70,O 55 4 0.19,Cláudia,5103056,MT,3865,1624.8,20.5,2231.3,0.0,0.0,0.0,8.9,100
 567,-5.05561,-47.80973,S 5 3 20.20,O 47 48 35.03,Cidelândia,2103257,MA,1474,1305.9,1.6,140.5,0.0,0.0,20.8,6.8,99
 568,-12.57882,-60.88638,S 12 34 43.75,O 60 53 10.97,Chupinguaia,1100924,RO,5164,2671.9,4.6,2163.3,0.0,0.0,328.4,0.4,100
 569,0.01942,-49.88506,N 0 1 9.91,O 49 53 6.22,Chaves,1502509,PA,13116,96.9,0.7,2416.6,1604.6,0.0,5236.2,3761.7,99
 570,-15.10006,-55.49593,S 15 6 0.22,O 55 29 45.35,Chapada dos Guimarães,5103007,MT,6250,391.8,0.4,142.5,0.0,0.0,5516.4,199.3,100
 571,-10.16549,-49.17753,S 10 9 55.76,O 49 10 39.11,Chapada de Areia,1704600,TO,661,1.7,0.0,10.4,0.0,0.0,648.9,0.0,100
 572,-11.51346,-47.82991,S 11 30 48.46,O 47 49 47.68,Chapada da Natividade,1705102,TO,1655,0.0,0.0,0,0.0,0.0,1655.2,0.0,100
 573,-13.18361,-61.20455,S 13 11 1.00,O 61 12 16.38,Cerejeiras,1100056,RO,2805,809.1,3.0,751.5,0.0,0.0,1244.4,0.0,99
 574,-3.06829,-46.47701,S 3 4 5.84,O 46 28 37.24,Centro Novo do Maranhão,2103174,MA,8329,2350.0,3.2,5104.8,873.9,0.0,0.0,0.3,99
 575,-2.34154,-46.11334,S 2 20 29.54,O 46 6 48.02,Centro do Guilherme,2103158,MA,1084,919.4,0.8,160.3,4.3,0.0,0.0,0.0,100
 576,-2.25460,-44.85014,S 2 15 16.56,O 44 51 0.50,Central do Maranhão,2103125,MA,370,258.9,0.0,2.5,9.5,0.0,97.7,1.4,100
 577,-9.07581,-47.43855,S 9 4 32.92,O 47 26 18.78,Centenário,1704105,TO,1967,0.0,0.0,0,0.0,0.0,1967.7,0.0,100
 578,-1.94722,-44.57133,S 1 56 49.99,O 44 34 16.79,Cedral,2103109,MA,291,229.5,0.0,37.0,17.5,0.0,0.2,6.8,100
 579,-11.43746,-61.89399,S 11 26 14.86,O 61 53 38.36,Castanheiras,1100908,RO,901,721.1,1.6,176.8,0.0,0.0,0.6,2.5,100
 580,-10.95372,-58.64204,S 10 57 13.39,O 58 38 31.34,Castanheira,5102850,MT,3963,2547.3,8.8,1383.6,0.0,0.0,3.4,28.7,100
 581,-1.26528,-47.93713,S 1 15 55.01,O 47 56 13.67,Castanhal,1502400,PA,1034,903.8,0.7,89.5,39.6,0.0,0.0,1.1,100
 582,-9.37187,-49.84810,S 9 22 18.73,O 49 50 53.16,Caseara,1703909,TO,1697,308.7,3.6,275.2,0.0,0.0,1079.1,34.0,100
 583,-1.24815,-45.99770,S 1 14 53.34,O 45 59 51.72,Carutapera,2102903,MA,1239,654.1,1.8,334.9,57.9,0.0,112.8,79.3,99
 584,-5.33031,-48.00378,S 5 19 49.12,O 48 0 13.61,Carrasco Bonito,1703891,TO,194,131.3,0.0,0.6,0.0,0.0,57.9,4.2,100
 585,-7.45272,-47.30544,S 7 27 9.79,O 47 18 19.58,Carolina,2102804,MA,6485,0.0,0.0,0.3,0.0,0.0,6429.6,55.1,100
 586,0.94538,-59.32614,N 0 56 43.37,O 59 19 34.10,Caroebe,1400233,RR,12120,996.6,20.5,10883.8,143.6,0.0,12.8,83.2,100
 587,-7.03740,-48.37437,S 7 2 14.64,O 48 22 27.73,Carmolândia,1703883,TO,340,308.0,0.2,32.0,0.0,0.0,0.0,0.0,100
 588,-10.06388,-55.74729,S 10 3 49.97,O 55 44 50.24,Carlinda,5102793,MT,2417,1724.0,2.5,660.8,0.0,0.0,0.0,32.2,100
 589,-11.94736,-49.13968,S 11 56 50.50,O 49 8 22.85,Cariri do Tocantins,1703867,TO,1130,0.0,0.0,0,0.0,0.0,1130.6,0.0,100
 590,-3.30477,-59.55597,S 3 18 17.17,O 59 33 21.49,Careiro da Várzea,1301159,AM,2641,547.5,9.5,691.4,66.3,0.0,707.8,628.0,100
 591,-3.74900,-60.14701,S 3 44 56.40,O 60 8 49.24,Careiro,1301100,AM,6127,1125.4,5.1,4598.7,5.3,0.0,80.7,316.9,100
 592,-5.17242,-67.49476,S 5 10 20.71,O 67 29 41.14,Carauari,1301001,AM,26469,295.1,0.3,25741.3,20.0,0.0,12.7,399.9,100
 593,0.31228,-62.10777,N 0 18 44.21,O 62 6 27.97,Caracaraí,1400209,RR,47818,1096.5,19.9,29800.4,1857.2,0.0,14489.7,574.2,99
 594,-10.45586,-67.86778,S 10 27 21.10,O 67 52 4.01,Capixaba,1200179,AC,1760,889.3,6.2,870.1,0.6,0.0,0.0,0.0,100
 595,-2.06616,-47.25773,S 2 3 58.18,O 47 15 27.83,Capitão Poço,1502301,PA,2924,2571.8,1.2,339.6,8.8,0.0,2.0,1.8,99
 596,-4.68617,-44.31678,S 4 41 10.21,O 44 19 0.41,Capinzal do Norte,2102754,MA,598,223.9,1.8,374.1,0.0,0.0,0.0,0.0,100
 597,-1.18797,-47.12751,S 1 11 16.69,O 47 7 39.04,Capanema,1502202,PA,619,518.0,1.2,60.0,9.1,0.0,29.5,2.4,100
 598,-7.45596,-63.90278,S 7 27 21.46,O 63 54 10.01,Canutama,1300904,AM,30278,1052.9,14.5,27711.9,228.1,0.0,988.3,296.8,99
 599,-3.64996,-44.30194,S 3 38 59.86,O 44 18 6.98,Cantanhede,2102705,MA,783,246.4,0.4,469.2,62.8,0.0,4.6,0.0,100
 600,2.29596,-60.53716,N 2 17 45.46,O 60 32 13.78,Cantá,1400175,RR,7715,1550.4,24.4,3771.4,1486.5,0.0,826.5,80.2,100
 601,-1.36295,-45.55652,S 1 21 46.62,O 45 33 23.47,Cândido Mendes,2102606,MA,1635,936.0,2.8,391.7,147.9,0.0,79.8,79.6,100
 602,-8.96404,-63.53626,S 8 57 50.54,O 63 32 10.54,Candeias do Jamari,1100809,RO,6931,1949.3,48.0,4600.7,0.0,0.0,0.0,381.0,100
 603,-13.19259,-52.63275,S 13 11 33.32,O 52 37 57.90,Canarana,5102702,MT,10840,1895.8,1.5,2153.2,0.0,0.0,6784.7,6.3,100
 604,-11.23109,-51.79815,S 11 13 51.92,O 51 47 53.34,Canabrava do Norte,5102694,MT,3451,1657.0,2.4,592.7,0.0,0.0,1201.1,0.2,100
 605,-6.48129,-50.03153,S 6 28 52.64,O 50 1 53.51,Canaã dos Carajás,1502152,PA,3156,1740.6,2.7,1134.0,175.7,0.0,105.6,0.1,100
 606,-8.21406,-46.77137,S 8 12 50.62,O 46 46 16.93,Campos Lindos,1703842,TO,3266,0.1,0.0,1.5,0.0,0.0,3264.4,0.0,100
 607,-13.57465,-59.22724,S 13 34 28.74,O 59 13 38.06,Campos de Júlio,5102686,MT,6831,106.8,0.1,476.1,0.0,0.0,6248.1,0.0,100
 608,-15.42480,-55.01614,S 15 25 29.28,O 55 0 58.10,Campo Verde,5102678,MT,4794,196.8,0.0,53.0,0.0,0.0,4544.2,0.0,100
 609,-13.65684,-57.88715,S 13 39 24.62,O 57 53 13.74,Campo Novo do Parecis,5102637,MT,9467,265.2,0.0,1575.4,0.0,0.0,7626.4,0.0,100
 610,-10.49771,-63.76417,S 10 29 51.76,O 63 45 51.01,Campo Novo de Rondônia,1100700,RO,3491,1996.1,20.9,1177.7,43.0,0.0,274.2,0.0,100
 611,-14.25590,-53.18637,S 14 15 21.24,O 53 11 10.93,Campinápolis,5102603,MT,5968,0.6,0.0,11.3,0.0,0.0,5956.1,0.0,100
 612,-6.17720,-47.23933,S 6 10 37.92,O 47 14 21.59,Campestre do Maranhão,2102556,MA,618,410.9,1.0,43.1,0.0,0.0,154.3,9.7,99
 613,-2.28082,-49.51546,S 2 16 50.95,O 49 30 55.66,Cametá,1502103,PA,3090,1115.7,0.3,742.5,125.6,0.0,657.9,448.3,100
 614,2.62983,-51.23225,N 2 37 47.39,O 51 13 56.10,Calçoene,1600204,AP,14283,188.6,1.0,6821.2,5150.3,0.0,1950.7,172.2,100
 615,-3.40294,-45.00291,S 3 24 10.58,O 45 0 10.48,Cajari,2102507,MA,551,60.8,0.2,8.7,16.8,0.0,352.2,112.5,100
 616,-2.86835,-44.61461,S 2 52 6.06,O 44 36 52.60,Cajapió,2102408,MA,918,84.9,0.0,155.3,176.1,0.0,116.1,385.6,100
 617,-11.30292,-61.25045,S 11 18 10.51,O 61 15 1.62,Cacoal,1100049,RO,3821,2505.4,2.3,1283.6,0.0,0.0,26.2,5.8,100
 618,-6.09677,-47.85022,S 6 5 48.37,O 47 51 0.79,Cachoeirinha,1703826,TO,354,110.6,0.5,36.1,0.0,0.0,207.3,0.0,100
 619,-2.01070,-46.41077,S 2 0 38.52,O 46 24 38.77,Cachoeira do Piriá,1501956,PA,2465,1447.1,13.0,917.8,91.7,0.0,0.0,8.4,100
 620,-0.81338,-48.95588,S 0 48 48.17,O 48 57 21.17,Cachoeira do Arari,1502004,PA,3115,73.4,0.0,226.6,81.6,0.0,2267.7,465.7,100
 621,-16.53992,-57.79439,S 16 32 23.71,O 57 47 39.80,Cáceres,5102504,MT,24399,1958.6,8.1,1568.0,0.0,0.0,19780.8,1091.6,99
 622,-10.32935,-62.96801,S 10 19 45.66,O 62 58 4.84,Cacaulândia,1100601,RO,1985,1470.1,4.4,473.8,0.0,0.0,41.1,0.0,100
 623,-13.50574,-60.67742,S 13 30 20.66,O 60 40 38.71,Cabixi,1100031,RO,1322,986.8,7.2,320.2,0.0,0.0,11.3,3.7,99
 624,-3.05460,-61.93934,S 3 3 16.56,O 61 56 21.62,Caapiranga,1300839,AM,9550,246.6,3.7,8498.3,195.6,0.0,181.9,427.6,100
 625,-10.08701,-63.91064,S 10 5 13.24,O 63 54 38.30,Buritis,1100452,RO,3315,2435.4,54.9,850.0,24.7,0.0,4.8,0.1,100
 626,-5.51220,-47.09218,S 5 30 43.92,O 47 5 31.85,Buritirana,2102358,MA,824,693.4,2.8,116.7,0.0,0.0,13.9,0.0,100
 627,-4.42107,-46.36046,S 4 25 15.85,O 46 21 37.66,Buriticupu,2102325,MA,2568,1962.8,6.5,592.2,12.0,0.0,0.0,1.0,100
 628,-5.34998,-48.15082,S 5 20 59.93,O 48 9 2.95,Buriti do Tocantins,1703800,TO,250,214.1,0.0,1.1,0.0,0.0,29.0,5.8,99
 629,-1.65367,-48.05474,S 1 39 13.21,O 48 3 17.06,Bujaru,1501907,PA,1010,658.5,1.2,238.3,42.1,0.0,11.8,59.3,100
 630,-9.60105,-68.22547,S 9 36 3.78,O 68 13 31.69,Bujari,1200138,AC,3104,1225.6,9.6,1878.1,0.1,0.0,0.0,0.2,100
 631,-1.15638,-50.43788,S 1 9 22.97,O 50 26 16.37,Breves,1501808,PA,9572,541.4,0.9,6675.6,1245.9,0.0,86.2,1022.9,100
 632,-3.75686,-49.46757,S 3 45 24.70,O 49 28 3.25,Breu Branco,1501782,PA,3953,2803.1,16.3,879.7,6.4,0.0,0.9,262.9,99
 633,-5.76373,-48.49835,S 5 45 49.43,O 48 29 54.06,Brejo Grande do Araguaia,1501758,PA,1292,1065.5,1.2,170.0,0.0,0.0,29.8,26.7,100
 634,-4.39135,-45.56852,S 4 23 28.86,O 45 34 6.67,Brejo de Areia,2102150,MA,365,365.1,0.0,0,0.0,0.0,0.0,0.0,100
 635,-11.06608,-48.69069,S 11 3 57.89,O 48 41 26.48,Brejinho de Nazaré,1703701,TO,1731,0.0,0.0,0.0,0.0,0.0,1729.1,1.9,100
 636,-12.10929,-58.17906,S 12 6 33.44,O 58 10 44.62,Brasnorte,5101902,MT,15999,4376.5,31.0,7825.8,0.0,0.0,3762.9,33.8,99
 637,-10.70365,-69.18608,S 10 42 13.14,O 69 11 9.89,Brasiléia,1200104,AC,4062,1372.1,22.8,2689.5,0.0,0.0,0.0,0.4,100
 638,-8.27327,-48.46058,S 8 16 23.77,O 48 27 38.09,Brasilândia do Tocantins,1703602,TO,643,219.2,0.0,4.7,0.0,0.0,419.1,0.0,100
 639,-3.30359,-52.60961,S 3 18 12.92,O 52 36 34.60,Brasil Novo,1501725,PA,6368,2635.7,11.0,2564.9,1162.4,0.0,0.1,4.9,100
 640,-0.95528,-46.65764,S 0 57 19.01,O 46 39 27.50,Bragança,1501709,PA,2107,1723.7,0.5,222.9,66.6,0.0,37.6,56.2,100
 641,-5.33176,-59.23777,S 5 19 54.34,O 59 14 15.97,Borba,1300805,AM,44452,546.6,4.2,41021.9,458.3,0.0,586.5,1838.7,100
 642,-1.39347,-47.31005,S 1 23 36.49,O 47 18 36.18,Bonito,1501600,PA,590,542.6,0.8,42.3,5.1,0.0,0.0,0.0,100
 643,2.79329,-60.17370,N 2 47 35.84,O 60 10 25.32,Bonfim,1400159,RR,8141,393.6,8.3,1359.0,211.0,0.0,6134.1,43.3,99
 644,-4.29867,-45.09405,S 4 17 55.21,O 45 5 38.58,Bom Lugar,2102077,MA,451,451.8,0.0,0,0.0,0.0,0.0,0.0,100
 645,-5.02798,-48.77112,S 5 1 40.73,O 48 46 16.03,Bom Jesus do Tocantins,1501576,PA,2827,1760.9,5.5,956.9,0.0,0.0,70.0,39.2,100
 646,-9.00182,-47.86311,S 9 0 6.55,O 47 51 47.20,Bom Jesus do Tocantins,1703305,TO,1338,7.0,0.6,7.4,0.0,0.0,1314.6,9.0,99
 647,-12.20214,-51.77758,S 12 12 7.70,O 51 46 39.29,Bom Jesus do Araguaia,5101852,MT,4282,2740.5,18.8,1164.6,0.0,0.0,375.3,1.6,100
 648,-4.52261,-46.70062,S 4 31 21.40,O 46 42 2.23,Bom Jesus das Selvas,2102036,MA,2700,2217.2,13.6,457.4,25.4,0.0,0.0,0.0,100
 649,-3.96461,-46.50727,S 3 57 52.60,O 46 30 26.17,Bom Jardim,2102002,MA,6648,3610.0,30.9,2062.0,912.6,0.0,55.9,7.5,100
 650,-8.81858,-68.00168,S 8 49 6.89,O 68 0 6.05,Boca do Acre,1300706,AM,22595,2320.1,47.5,20062.2,30.3,0.0,58.4,124.0,100
 651,-3.15669,-57.90464,S 3 9 24.08,O 57 54 16.70,Boa Vista do Ramos,1300680,AM,2588,208.3,0.5,1121.0,0.2,0.0,852.8,405.7,100
 652,-1.76929,-46.20581,S 1 46 9.44,O 46 12 20.92,Boa Vista do Gurupi,2101970,MA,407,329.6,1.5,52.2,19.7,0.0,0.0,5.5,100
 653,3.01737,-60.74384,N 3 1 2.53,O 60 44 37.82,Boa Vista,1400100,RR,5726,21.6,0.1,122.9,105.6,0.0,5381.9,94.0,100
 654,-4.54242,-61.73805,S 4 32 32.71,O 61 44 16.98,Beruri,1300631,AM,17411,220.5,2.5,15152.4,579.2,0.0,886.1,572.8,100
 655,-7.98945,-48.98928,S 7 59 22.02,O 48 59 21.41,Bernardo Sayão,1703206,TO,930,894.9,0.0,21.0,0.0,0.0,0.0,14.1,100
 656,-4.66641,-44.68276,S 4 39 59.08,O 44 40 57.94,Bernardo do Mearim,2101939,MA,264,193.6,0.0,70.4,0.0,0.0,0.0,0.0,100
 657,-2.44278,-44.81342,S 2 26 34.01,O 44 48 48.31,Bequimão,2101905,MA,779,468.6,0.0,33.9,40.3,0.0,195.8,40.4,99
 658,-5.49767,-70.32124,S 5 29 51.61,O 70 19 16.46,Benjamin Constant,1300607,AM,9146,191.8,1.1,8310.5,438.9,0.0,0.0,204.8,99
 659,-1.36009,-48.26134,S 1 21 36.32,O 48 15 40.82,Benevides,1501501,PA,189,124.8,0.1,49.6,6.3,0.0,0.0,8.3,99
 660,-7.15949,-44.58334,S 7 9 34.16,O 44 35 0.02,Benedito Leite,2101806,MA,1804,0.0,0.0,122.3,0.0,0.0,1681.7,0.0,100
 661,-3.24702,-54.93686,S 3 14 49.27,O 54 56 12.70,Belterra,1501451,PA,4399,822.9,11.0,2936.3,34.3,0.0,0.0,605.5,100
 662,-1.27265,-48.50024,S 1 16 21.54,O 48 30 0.86,Belém,1501402,PA,1070,249.3,0.3,217.2,15.1,0.0,7.1,581.3,100
 663,-3.77053,-45.25317,S 3 46 13.91,O 45 15 11.41,Bela Vista do Maranhão,2101772,MA,147,127.0,0.0,0,0.0,0.0,20.8,0.0,100
 664,-9.90013,-48.78047,S 9 54 0.47,O 48 46 49.69,Barrolândia,1703107,TO,715,0.0,0.0,0.1,0.0,0.0,714.9,0.0,100
 665,-3.13292,-57.23915,S 3 7 58.51,O 57 14 20.94,Barreirinha,1300508,AM,5760,801.2,5.7,3592.4,1.7,0.0,408.6,956.1,100
 666,-7.71197,-47.63915,S 7 42 43.09,O 47 38 20.94,Barra do Ouro,1703073,TO,1112,0.0,0.0,0,0.0,0.0,1093.1,19.7,100
 667,-15.35608,-52.65919,S 15 21 21.89,O 52 39 33.08,Barra do Garças,5101803,MT,9146,1273.9,0.0,233.5,0.0,0.0,7626.4,12.2,100
 668,-5.68391,-45.23172,S 5 41 2.08,O 45 13 54.19,Barra do Corda,2101608,MA,7962,3206.8,10.8,2250.7,0.0,0.0,2499.9,4.6,100
 669,-14.98858,-57.97035,S 14 59 18.89,O 57 58 13.26,Barra do Bugres,5101704,MT,6066,3343.1,4.6,1903.8,0.0,0.0,815.7,3.4,100
 670,-0.14071,-63.18572,S 0 8 26.56,O 63 11 8.59,Barcelos,1300409,AM,124163,206.9,0.3,94926.4,7469.7,0.0,17060.1,4499.9,100
 671,-1.44539,-48.63703,S 1 26 43.40,O 48 38 13.31,Barcarena,1501303,PA,1316,329.6,0.3,419.7,37.1,0.0,1.9,527.7,100
 672,-16.75732,-56.01455,S 16 45 26.35,O 56 0 52.38,Barão de Melgaço,5101605,MT,11187,374.0,1.4,2210.3,0.0,0.0,8493.6,109.1,100
 673,-7.47905,-50.67811,S 7 28 44.58,O 50 40 41.20,Bannach,1501253,PA,2964,2176.2,22.4,725.3,0.0,0.0,62.5,0.0,100
 674,-7.99015,-48.71085,S 7 59 24.54,O 48 42 39.06,Bandeirantes do Tocantins,1703057,TO,1548,1500.4,0.0,47.4,0.0,0.0,0.2,0.0,100
 675,-8.28674,-46.26008,S 8 17 12.26,O 46 15 36.29,Balsas,2101400,MA,13259,0.0,0.0,0,0.0,0.0,13259.1,0.0,100
 676,-3.16791,-49.75057,S 3 10 4.48,O 49 45 2.05,Baião,1501204,PA,3768,1601.9,4.4,1335.8,119.0,0.0,475.4,235.9,100
 677,-2.48368,-50.18049,S 2 29 1.25,O 50 10 49.76,Bagre,1501105,PA,4403,205.9,0.7,2355.8,1523.0,0.0,61.5,256.8,100
 678,-2.69129,-44.65781,S 2 41 28.64,O 44 39 28.12,Bacurituba,2101350,MA,684,16.2,0.0,27.1,5.3,0.0,358.2,277.2,100
 679,-1.68907,-45.22394,S 1 41 20.65,O 45 13 26.18,Bacuri,2101301,MA,795,502.4,0.0,78.3,119.8,0.0,5.5,89.0,99
 680,-2.93046,-44.36559,S 2 55 49.66,O 44 21 56.12,Bacabeira,2101251,MA,625,101.6,0.2,167.6,33.2,0.0,226.1,96.5,100
 681,-4.11944,-44.73579,S 4 7 9.98,O 44 44 8.84,Bacabal,2101202,MA,1705,1202.5,0.0,139.2,0.0,0.0,360.8,2.5,100
 682,-7.16202,-47.91015,S 7 9 43.27,O 47 54 36.54,Babaçulândia,1703008,TO,1796,3.5,0.0,0,0.0,0.0,1779.2,13.5,100
 683,-5.68039,-47.76320,S 5 40 49.40,O 47 45 47.52,Axixá do Tocantins,1702901,TO,150,140.2,0.1,9.8,0.0,0.0,0.0,0.0,100
 684,-2.81750,-44.08819,S 2 49 3.00,O 44 5 17.48,Axixá,2101103,MA,205,30.7,0.2,117.0,0.1,0.0,0.0,57.2,100
 685,-3.76278,-56.01333,S 3 45 46.01,O 56 0 47.99,Aveiro,1501006,PA,17089,1252.7,16.1,11675.3,3423.6,0.0,18.4,719.0,99
 686,-3.83163,-59.45109,S 3 49 53.87,O 59 27 3.92,Autazes,1300300,AM,7636,1304.0,23.2,4836.4,15.4,0.0,464.3,1015.9,100
 687,-12.62674,-46.48403,S 12 37 36.26,O 46 29 2.51,Aurora do Tocantins,1702703,TO,756,0.0,0.0,1.5,0.0,0.0,754.5,0.0,100
 688,-2.26004,-47.70690,S 2 15 36.14,O 47 42 24.84,Aurora do Pará,1500958,PA,1824,1551.6,1.0,186.1,69.0,0.0,0.0,17.3,100
 689,-0.99609,-46.42827,S 0 59 45.92,O 46 25 41.77,Augusto Corrêa,1500909,PA,1100,728.8,0.2,206.7,83.5,0.0,4.7,76.3,100
 690,-5.52161,-47.92406,S 5 31 17.80,O 47 55 26.62,Augustinópolis,1702554,TO,397,382.7,0.3,13.8,0.0,0.0,0.5,0.0,100
 691,-5.67098,-71.72825,S 5 40 15.53,O 71 43 41.70,Atalaia do Norte,1300201,AM,80005,242.4,0.1,74613.8,4736.4,0.0,16.5,395.9,99
 692,-10.71979,-70.01543,S 10 43 11.24,O 70 0 55.55,Assis Brasil,1200054,AC,5180,273.9,6.1,4510.5,395.1,0.0,0.5,0.0,100
 693,-12.81998,-46.91441,S 12 49 11.93,O 46 54 51.88,Arraias,1702406,TO,5827,0.0,0.0,12.9,0.0,0.0,5814.1,0.0,100
 694,-9.97866,-63.05645,S 9 58 43.18,O 63 3 23.22,Ariquemes,1100023,RO,4481,3219.1,10.2,1172.1,0.0,0.0,89.6,0.2,100
 695,-10.10335,-59.71834,S 10 6 12.06,O 59 43 6.02,Aripuanã,5101407,MT,25182,4029.0,51.9,20816.0,0.0,0.0,283.2,53.8,99
 696,-14.50360,-56.87307,S 14 30 12.96,O 56 52 23.05,Arenápolis,5101308,MT,414,368.3,0.1,45.7,0.0,0.0,0.0,0.0,100
 697,-3.55014,-44.72648,S 3 33 0.50,O 44 43 35.33,Arari,2101004,MA,1115,409.2,0.4,20.7,21.1,0.0,585.3,78.7,100
 698,-15.26483,-58.40783,S 15 15 53.39,O 58 24 28.19,Araputanga,5101258,MT,1608,1226.3,0.0,346.5,0.0,0.0,35.2,0.0,100
 699,-7.72936,-49.00870,S 7 43 45.70,O 49 0 31.32,Arapoema,1702307,TO,1558,1465.9,0.0,68.1,0.0,0.0,0.0,24.0,100
 700,-5.03734,-45.89453,S 5 2 14.42,O 45 53 40.31,Arame,2100956,MA,3075,1882.5,7.1,855.9,0.0,0.0,336.5,0.1,99
 701,-5.64178,-48.00928,S 5 38 30.41,O 48 0 33.41,Araguatins,1702208,TO,2642,1831.0,3.6,205.3,0.0,0.0,539.0,66.7,99
 702,-6.73568,-48.55630,S 6 44 8.45,O 48 33 22.68,Araguanã,1702158,TO,838,743.9,0.0,66.3,0.0,0.0,12.5,15.3,99
 703,-3.06101,-45.77225,S 3 3 39.64,O 45 46 20.10,Araguanã,2100873,MA,811,757.7,0.0,1.2,52.1,0.0,0.0,0.0,100
 704,-16.70281,-53.14052,S 16 42 10.12,O 53 8 25.87,Araguainha,5101209,MT,688,0.0,0.0,0.7,0.0,0.0,687.3,0.0,100
 705,-7.25203,-48.28200,S 7 15 7.31,O 48 16 55.20,Araguaína,1702109,TO,4019,2694.6,2.1,402.9,0.0,0.0,897.6,23.9,99
 706,-15.07464,-51.79283,S 15 4 28.70,O 51 47 34.19,Araguaiana,5101001,MT,6422,831.1,0.1,542.4,0.0,0.0,5034.8,13.7,100
 707,-12.83987,-49.77520,S 12 50 23.53,O 49 46 30.72,Araguaçu,1702000,TO,5183,0.0,0.0,80.5,0.0,0.0,5099.8,2.7,99
 708,-8.90941,-49.57375,S 8 54 33.88,O 49 34 25.50,Araguacema,1701903,TO,2786,60.3,4.5,409.6,0.0,0.0,2232.0,84.1,99
 709,-6.98883,-48.52513,S 6 59 19.79,O 48 31 30.47,Aragominas,1701309,TO,1180,1017.3,1.8,133.6,0.4,0.0,18.0,10.7,100
 710,-7.59202,-59.44152,S 7 35 31.27,O 59 26 29.47,Apuí,1300144,AM,54490,2128.3,107.2,51532.5,0.0,0.0,625.0,204.2,100
 711,-1.43741,-45.09702,S 1 26 14.68,O 45 5 49.27,Apicum-Açu,2100832,MA,349,167.0,0.0,79.4,40.4,0.0,3.0,59.2,100
 712,-8.58250,-58.01843,S 8 34 57.00,O 58 1 6.35,Apiacás,5100805,MT,20401,2136.8,16.4,16948.1,0.0,0.0,1052.9,263.2,99
 713,-9.97682,-48.02150,S 9 58 36.55,O 48 1 17.40,Aparecida do Rio Negro,1701101,TO,1166,0.0,0.0,0,0.0,0.0,1166.8,0.0,100
 714,-4.15477,-62.08065,S 4 9 17.17,O 62 4 50.34,Anori,1300102,AM,5852,82.8,0.6,4190.2,503.7,0.0,640.6,434.7,100
 715,-6.42281,-47.89701,S 6 25 22.12,O 47 53 49.24,Angico,1701051,TO,453,200.2,0.2,30.2,0.0,0.0,222.6,0.0,100
 716,-3.94708,-51.35268,S 3 56 49.49,O 51 21 9.65,Anapu,1500859,PA,11910,2356.8,95.6,8934.2,438.7,0.0,6.8,173.5,100
 717,-1.34293,-48.39038,S 1 20 34.55,O 48 23 25.37,Ananindeua,1500800,PA,185,87.3,0.0,74.2,5.1,0.0,0.0,18.4,100
 718,-6.19412,-48.20527,S 6 11 38.83,O 48 12 18.97,Ananás,1701002,TO,1587,1165.7,2.0,185.1,0.0,0.0,192.8,43.4,99
 719,-3.47332,-61.67090,S 3 28 23.95,O 61 40 15.24,Anamã,1300086,AM,2473,200.7,1.0,1764.7,254.0,0.0,34.6,219.0,100
 720,-3.25025,-44.59701,S 3 15 0.90,O 44 35 49.24,Anajatuba,2100709,MA,1024,313.4,0.0,31.6,13.3,0.0,552.8,112.9,100
 721,-0.79152,-49.99786,S 0 47 29.47,O 49 59 52.30,Anajás,1500701,PA,6940,176.6,0.1,4005.7,2411.8,0.0,209.1,136.8,99
 722,-3.42104,-68.34925,S 3 25 15.74,O 68 20 57.30,Amaturá,1300060,AM,4903,115.8,0.6,2993.0,1358.1,0.0,222.5,213.6,100
 723,-5.38073,-46.60406,S 5 22 50.63,O 46 36 14.62,Amarante do Maranhão,2100600,MA,7733,2319.8,8.8,3719.7,15.0,0.0,1678.5,0.0,100
 724,-1.65649,-45.93749,S 1 39 23.36,O 45 56 14.96,Amapá do Maranhão,2100550,MA,507,390.1,3.1,97.4,19.5,0.0,0.0,0.0,100
 725,1.68339,-50.24716,N 1 41 0.20,O 50 14 49.78,Amapá,1600105,AP,9186,109.5,0.3,1163.5,2026.6,0.0,4911.1,975.3,100
 726,3.72519,-61.80976,N 3 43 30.68,O 61 48 35.14,Amajari,1400027,RR,28786,352.9,11.4,15504.2,7553.0,0.0,5292.0,83.9,100
 727,-11.33396,-62.46869,S 11 20 2.26,O 62 28 7.28,Alvorada D'Oeste,1100346,RO,3060,1380.0,1.6,860.1,0.2,0.0,819.7,0.0,100
 728,-12.40844,-49.11486,S 12 24 30.38,O 49 6 53.50,Alvorada,1700707,TO,1216,0.0,0.0,0,0.0,0.0,1216.1,0.0,100
